round,trust_label_flip_accuracy,trust_adaptive_accuracy,trust_collusive_accuracy,fedavg_label_flip_accuracy,trust_label_flip_malicious_weight,trust_adaptive_malicious_weight,trust_collusive_malicious_weight,fedavg_fixed_malicious_weight
0.0,43.33212194041212,43.30408914400265,43.552096733441736,45.492567891452055,20.0,20.0,20.0,20.0
1.0,44.02860957798362,44.06336639277504,44.74679132659548,45.87249588852204,19.331468239004646,19.76807191344345,19.841055593880178,20.0
2.0,44.86362962592918,44.71079008519171,46.16930064062742,46.288300915456915,18.689699868743524,19.54028251127972,19.68428416099753,20.0
3.0,46.04348034946587,45.622805155375,47.69649182734942,46.65865891982578,18.071923084272953,19.315133932892675,19.52885887360819,20.0
4.0,47.47960113787482,46.81609941076295,49.71082678868161,47.40217950097168,17.475578263143426,19.091225168695633,19.37399618369178,20.0
5.0,49.10062886498007,48.21027280205091,51.78996495508328,47.8789888859757,16.898338252541528,18.867267101542847,19.21896298738829,20.0
6.0,50.76706000830728,49.085377145054984,53.84387997366048,48.35760060700673,16.338124383564356,18.642095761276025,19.063083132868933,20.0
7.0,52.277700602519296,50.15594916349529,55.33467834804177,48.213716554876406,15.793117971012599,18.414683643839016,18.905743209924836,20.0
8.0,53.62353805344458,50.921622629614305,56.78734253077486,48.51132271782581,15.26176715760246,18.18414897604568,18.74639756847534,20.0
9.0,54.652392308422506,51.95167335588512,57.87656172838797,48.30506423491184,14.742789061830075,17.949762837789564,18.584572522557142,20.0
10.0,55.880662607324965,52.90139909155442,59.10410479295583,48.389143112190006,14.235167286848252,17.71095408479529,18.419869706045926,20.0
11.0,57.223856101077814,54.309097861140714,59.782675228373876,48.513464741202284,13.738144941710349,17.467312046486384,18.2519685562718,20.0
12.0,58.200870488084284,56.113798793671286,60.21758261661771,49.17295559261013,13.251213414418174,17.218587004745988,18.080627911705022,20.0
13.0,59.05576528094458,57.65138900147474,60.38553126992956,49.37057136230501,12.77409721676937,16.964688489850584,17.9056867198976,20.0
14.0,59.69633713878894,58.995522939250414,60.3180716785534,50.38191749990822,12.30673529262541,16.705681459255626,17.72706386175861,20.0
15.0,60.94849662313747,60.34525396731733,59.95460868516987,51.57652885255446,11.849259242726976,16.441780452822794,17.544757107909003,20.0
16.0,62.145761299312824,61.418424320927414,59.9875212395912,52.94351439027823,11.401968969622464,16.173341844145767,17.35884123220216,20.0
17.0,63.415684315184755,62.466083215022714,60.04679670675872,53.77906042179343,10.965306284953394,15.900854331532486,17.169465316411735,20.0
18.0,64.70820655828581,63.276000739346806,60.20940004229161,54.60020672508446,10.539827047822694,15.624927833649634,16.976849288486097,20.0
19.0,65.91069618695838,63.833510329752805,60.26032019646257,55.963250690358066,10.12617241708299,15.346280973583418,16.78127974456523,20.0
20.0,67.05525362147517,63.9838466784605,60.54107091000744,57.20578961497179,9.725039802203682,15.06572735091343,16.58310511207375,20.0
21.0,68.28856326351463,63.3746718094381,61.11831621897527,58.43814438415805,9.337154087235627,14.784160814173593,16.382730217575883,20.0
22.0,69.4182985123022,62.96795878839029,61.3842908579608,58.96498245645496,8.963239680852023,14.502539955669915,16.18061032864538,20.0
23.0,70.52920224492394,62.74743622071683,61.58354214557832,58.89307226652789,8.60399391327895,14.221872056969987,15.977244743717394,20.0
24.0,71.52275061929342,62.887042234685865,61.990816153568815,59.47860479148721,8.260062259107832,13.94319671645052,15.773170007711494,20.0
25.0,72.49592639949712,63.156619098958885,62.636867950651386,60.025576946086005,7.932015814639994,13.667569390109472,15.568952834116908,20.0
26.0,73.23839715669024,63.52599625025858,62.98945716408207,60.37005360848575,7.620331400825699,13.39604507348525,15.365182816196082,20.0
27.0,73.86201333147972,63.82160577095664,63.02497856472859,60.5871827100591,7.325374599410434,13.129662346086283,15.162465010983034,20.0
28.0,74.45850136076892,64.2412963025233,62.55667675018934,60.42787060968972,7.04738596205237,12.869427990370161,14.96141247983305,20.0
29.0,74.8383935559909,64.68714923417599,62.319198242175936,59.947013759800576,6.786470561434375,12.616302385208858,14.76263886843391,20.0
30.0,75.1649729643577,65.39471107337235,61.856843181525086,58.98556859445245,6.542590981284551,12.371185859157055,14.566751107439934,20.0
31.0,75.4790561396583,65.92189699220503,61.35205975864503,58.51759399473153,6.315563770245425,12.134906171955203,14.374342312272688,20.0
32.0,75.84616611101475,66.35487622031498,61.20793803738577,58.204925119138366,6.105059314151604,11.908207273825447,14.185984957188465,20.0
33.0,76.29324764927988,66.61477953640087,61.06760436716331,57.40684178336827,5.910605013870936,11.691739471556708,14.00222439449426,20.0
34.0,76.5622553778109,66.99646920307836,60.85233570176744,56.42084898553758,5.73159159271603,11.486051108441664,13.823572784859286,20.0
35.0,77.01048562520418,67.45097150747478,60.75953325799096,55.78627009828418,5.567282299697923,11.29158184215281,13.650503499084584,20.0
36.0,77.38690714823278,68.01768358157335,60.90077324523618,55.19520738419171,5.416824723584303,11.108657580964564,13.483446045530325,20.0
37.0,77.83640316993204,68.43299470882134,61.32178760638327,54.800371482556656,5.2792648886933495,10.937487114684062,13.322781570736824,20.0
38.0,78.41594926023414,69.09698718082231,61.595695825437446,54.43481556016978,5.153563267280129,10.77816045258324,13.168838973692251,20.0
39.0,79.0393792359867,69.6708966221898,62.26738179624256,53.56581331506931,5.038612315753167,10.630648856861738,13.02189166678253,20.0
40.0,79.60722357187721,70.52903686316225,62.92992123781167,53.33383462134968,4.933255123106176,10.494806537035478,12.882155008794292,20.0
41.0,80.23947845268934,71.1999303201245,63.347466734398964,53.06156188040775,4.836304749987601,10.370373948445808,12.749784427518524,20.0
42.0,80.4927243254892,71.74140069683631,63.548188804236794,53.16424910036964,4.746563835699437,10.256982617106775,12.624874241609467,20.0
43.0,80.8473248128582,72.25885329160107,63.74171764130877,53.64742573562276,4.662844057878893,10.154161393617963,12.507457183479113,20.0
44.0,80.90252955734107,72.70146114248466,63.812219064525756,53.149060645831064,4.583985045267603,10.061344021107137,12.397504617238413,20.0
45.0,81.16528820712253,73.04047017149765,64.1033325531474,53.28606507289556,4.508872367254087,9.977877886340863,12.294927438116787,20.0
46.0,81.09873889713886,73.48289476293033,64.62108261146452,53.660753708706615,4.436454254088813,9.903033809432584,12.199577632481887,20.0
47.0,81.09789522943636,73.51103276688129,65.22460498418295,54.2335666861774,4.3657567380003295,9.836016716133201,12.111250470618725,20.0
48.0,81.17132964368497,73.58867847366088,65.52590681404823,55.28010310680419,4.295896946967899,9.77597702762193,12.029687297882246,20.0
49.0,81.23605756315133,73.22483189699315,65.93387695981922,56.198105027514515,4.226094328635504,9.722022596103194,11.954578883776223,20.0
50.0,81.26763822814581,72.99727015231421,66.5246379737313,57.087907085237596,4.155679630732187,9.673231010400915,11.885569282992906,20.0
51.0,81.30857987902561,73.05365920493298,67.35881609730839,57.34570580803952,4.0841015153100955,9.628662094132261,11.822260157524791,20.0
52.0,81.45219452075992,73.03516159231536,67.87008172069396,57.12535164101541,4.010930736030016,9.587370419911133,11.764215504676981,20.0
53.0,81.67033794172896,73.42841900961291,68.43795933447483,57.75197875407439,3.9358618595326598,9.548417666316308,11.710966732202959,20.0
54.0,81.8367891780193,73.80096952549576,68.60170393575889,57.52901547440713,3.8587125625852123,9.510884649967545,11.662018018887492,20.0
55.0,82.27324339097392,73.90448845321778,68.75905679374188,56.88556214755115,3.779420585193258,9.47388287286108,11.616851896728424,20.0
56.0,82.5650406661293,74.30545211383055,68.85552842497643,56.582418686253106,3.698038465298155,9.436565434973186,11.574934989436777,20.0
57.0,82.69504942730899,74.6395451248409,68.88972445933325,56.641899676183975,3.614726222208501,9.398137173870104,11.535723841286137,20.0
58.0,82.83101521033065,75.20267357350048,68.85701805893149,56.629812711520046,3.529742192814463,9.357863906465877,11.498670770393232,20.0
59.0,83.01873679142312,75.57000600420953,68.88256636958147,56.6487075059423,3.4434322562940003,9.315080662928661,11.463229681289967,20.0
60.0,83.33728661684167,75.94877086189226,68.65882843633436,56.56358560876791,3.3562177089529586,9.269198818817163,11.428861773132441,20.0
61.0,83.59034577048405,76.34212345092891,68.6863831488882,56.66552824367712,3.2685820706902353,9.219712048586041,11.395041082057434,20.0
62.0,83.78928610850812,76.34937391000362,68.70727590718144,56.84852032023426,3.1810571181219944,9.166201041378137,11.361259799006397,20.0
63.0,83.99299336061664,76.41262301673244,68.99050402854485,57.157993284538044,3.0942084465470634,9.108336938262516,11.327033307750217,20.0
64.0,84.12962517384459,76.80267482285643,69.07462364032156,57.8573177898162,3.00862086373365,9.045883468520332,11.291904891817314,20.0
65.0,84.17051965101226,77.44459061755062,69.25805982491231,58.82285572152003,2.9248839131268456,8.97869778096671,11.255450063500666,20.0
66.0,84.22570243742446,77.9771592669554,69.75171324250627,59.922857926751064,2.843577812809412,8.906729984374321,11.21728047303844,20.0
67.0,84.37984868748316,78.40132008920621,70.30635618632151,60.69691726926911,2.765260079797701,8.830021428589644,11.177047361366768,20.0
68.0,84.47338892704583,78.95114403993966,70.63023993124133,61.28590484293234,2.6904530875226462,8.748701774675517,11.134444525467188,20.0
69.0,84.5745072305258,79.53482008113576,70.88893848986311,61.84240182937308,2.619632778220901,8.662984918158243,11.089210771207984,20.0
70.0,84.52529763612455,79.71308042474138,71.09621154259439,62.81887716676303,2.5532187221036655,8.57316384400673,11.041131834639497,20.0
71.0,84.57889618682098,79.88509741691016,71.34274168188097,63.813509377276276,2.4915656822969265,8.479604505148279,10.990041758878231,20.0
72.0,84.63393781457503,80.17444618167183,71.53680379160116,65.04459528025657,2.4349568094131246,8.382738827975935,10.93582371993346,20.0
73.0,84.70617333986732,80.29206573213244,71.85568912707477,65.95935004113718,2.383598553000674,8.283056958295496,10.878410301023601,20.0
74.0,84.82976980277809,80.12107168630213,72.1447269785828,66.66249555942548,2.337617339811102,8.181098869391615,10.817783221029886,20.0
75.0,84.97027426945583,80.00779357232348,72.19561903490049,67.09080171662296,2.2970580316016136,8.077445460282796,10.75397252867575,20.0
76.0,85.03013658503592,79.88278110478392,72.30658408018739,67.35848367323963,2.261884138806545,7.972709276733477,10.687055279739127,20.0
77.0,85.03071095920048,79.8671683958884,72.49331906900129,67.64305171619127,2.2319797315782597,7.867524990172761,10.617153720041507,20.0
78.0,85.0150530994099,79.89213767413985,72.93780335189338,67.4780194995467,2.2071529570775748,7.762539770336365,10.54443300205676,20.0
79.0,84.99331482475566,80.11460863704248,73.2741501949414,66.87255151244531,2.1871410420826654,7.658403686229521,10.469098467693447,20.0
80.0,85.08480086356596,80.4413558713183,73.5013789876403,66.47661013787372,2.1716166335054474,7.555760266958286,10.391392534080653,20.0
81.0,85.20011846097432,80.58431355081925,73.69414013240393,65.95523764468962,2.160195306694851,7.455237349172976,10.311591222988953,20.0
82.0,85.39769600454295,80.70773401888937,73.91224021512453,65.57309263982451,2.152444052816629,7.357438331411542,10.23000037781064,20.0
83.0,85.48233240512204,80.66794886451851,74.08685902904008,65.40116658173733,2.1478905423850216,7.262933947644073,10.146951614778287,20.0
84.0,85.4399685124078,80.7407369222165,74.06402158082885,64.95326783134644,2.146032952341965,7.172254662942923,10.062798057296476,20.0
85.0,85.46496484332465,80.86867446901412,74.09559412599694,64.59806898107807,2.146350138997116,7.085883783592679,9.977909903882423,20.0
86.0,85.57555233142635,80.79588436919329,74.00193359496808,64.31813724760909,2.1483119386241674,7.004251362281505,9.892669881248747,20.0
87.0,85.57077973528855,80.50112674359326,73.8930524924373,64.28248935594637,2.1513893814314233,6.927728966461725,9.807468634513377,20.0
88.0,85.67282111168825,80.01244957503091,73.84944349902894,64.65541967829054,2.1550646127767594,6.856625364723795,9.722700106392018,20.0
89.0,85.61926083974863,79.52680309603478,74.07552516473193,65.20936753580897,2.1588403275884813,6.791183172290106,9.63875695652822,20.0
90.0,85.53561635238685,79.06570148203522,74.18891828771001,65.60055697578953,2.162248539622667,6.731576482702531,9.556026070861876,20.0
91.0,85.4974288171152,78.73457759096472,74.24906668674168,65.95837195755665,2.1648585260106166,6.6779094986496945,9.474884209151435,20.0
92.0,85.62417087662152,78.61027006088108,74.1879994340837,65.83975436578872,2.1662838090520773,6.630216160853117,9.395693836476369,20.0
93.0,85.8655954674024,78.41874811505615,74.47355472441494,66.00353514261587,2.1661880608754798,6.588460760197157,9.318799181787986,20.0
94.0,86.05864162580676,78.30837852014331,74.62781576913119,66.35647161486986,2.1642898418714758,6.552539505029543,9.244522563386166,20.0
95.0,86.18252033620993,78.27957190092437,74.8668885843479,66.99526792227988,2.1603661101497815,6.522283002950662,9.173161017619272,20.0
96.0,86.24164866223973,78.38308827350127,74.88354931729559,67.98532724846207,2.154254466105841,6.497459604611499,9.104983263180099,20.0
97.0,86.23390747437085,78.72403852088702,74.84901020031054,68.68336952439552,2.145854122954203,6.477779546198999,9.040227029150998,20.0
98.0,86.2400763947084,79.06877836558526,74.73115490072617,69.04363421722518,2.1351256202484588,6.462899817533944,8.979096770487597,20.0
99.0,86.24798358508596,79.42337893048432,74.60596405815318,69.53818405039704,2.1220893224503046,6.452429674153376,8.921761789976005,20.0
100.0,86.18212326492922,79.6723718423227,74.46140990375584,69.96423200250743,2.106822768057781,6.445936704491027,8.868354780907454,20.0
