episode,MU2MV,AoP-aware,DGTT,Greedy
0.0,180.0,180.0,180.0,120.21596382855942
1.0,180.0,180.0,180.0,120.44264620251496
2.0,180.0,180.0,180.0,120.323376349581
3.0,180.0,180.0,180.0,120.08483031554663
4.0,180.0,180.0,180.0,120.02369212729278
5.0,180.0,180.0,180.0,119.9729532882652
6.0,180.0,180.0,180.0,119.71784668485739
7.0,180.0,180.0,180.0,119.09021854813497
8.0,180.0,180.0,180.0,118.68587294801812
9.0,180.0,180.0,180.0,118.51662820628455
10.0,180.0,180.0,180.0,117.82582993933786
11.0,180.0,180.0,180.0,117.73924043460191
12.0,180.0,180.0,180.0,117.68762558397499
13.0,180.0,180.0,180.0,117.53324720352595
14.0,180.0,180.0,180.0,117.56859808490904
15.0,180.0,180.0,180.0,117.70251529960058
16.0,180.0,180.0,180.0,118.32919892508104
17.0,180.0,180.0,180.0,119.06095298629135
18.0,180.0,180.0,180.0,119.6755188129005
19.0,180.0,180.0,180.0,120.38394317044187
20.0,180.0,180.0,180.0,120.95655512754696
21.0,180.0,180.0,180.0,121.53299231540079
22.0,180.0,180.0,180.0,121.56391111155045
23.0,180.0,180.0,180.0,121.59990424791606
24.0,180.0,180.0,180.0,121.63173804731152
25.0,180.0,180.0,180.0,121.11873665274311
26.0,180.0,180.0,180.0,120.55027057386262
27.0,180.0,180.0,180.0,120.23127660816195
28.0,180.0,180.0,180.0,120.27961296759774
29.0,180.0,180.0,180.0,120.26162380499424
30.0,180.0,178.33540759113316,180.0,120.24718893306463
31.0,180.0,173.96915901735883,180.0,120.82996885943521
32.0,180.0,169.50691494982175,180.0,121.24098628844365
33.0,180.0,165.92894851737947,180.0,121.88579271999672
34.0,180.0,163.4828827597886,180.0,122.88058440562214
35.0,180.0,161.8592409724733,180.0,123.74243171325702
36.0,180.0,161.36253622455556,180.0,124.27346891904094
37.0,180.0,160.92490959774065,180.0,124.6927468693529
38.0,180.0,160.47343892826626,180.0,125.26722286999231
39.0,180.0,160.2036823027124,180.0,126.01998367243772
40.0,180.0,160.3222780051135,180.0,126.99251361255382
41.0,180.0,161.36346419049613,180.0,127.79570306001669
42.0,180.0,161.89381099092464,180.0,128.17957876492596
43.0,180.0,161.54860249937423,180.0,128.7862408506288
44.0,180.0,161.45117063036673,180.0,129.04998704640764
45.0,180.0,161.78603180000016,180.0,128.88963535426353
46.0,180.0,162.10015265897843,180.0,128.44236516171904
47.0,180.0,162.58197978142974,180.0,128.02356975838617
48.0,177.41512729178015,163.86833681315736,180.0,127.4378516666343
49.0,174.59993074748448,166.04307296191587,180.0,126.43409053271172
50.0,173.2137527584644,168.99453646571942,180.0,125.39771484183689
51.0,171.37329168940067,172.29066059922636,180.0,124.33413673598213
52.0,169.16998492039966,175.87377476658136,180.0,122.96645634494288
53.0,166.0353265922383,178.67934278433606,180.0,122.49285146834009
54.0,163.99796265922518,180.0,180.0,122.73211433171201
55.0,162.93293747343765,180.0,180.0,123.24371886241373
56.0,163.93476716357105,180.0,180.0,123.44586486279087
57.0,165.55910581980905,180.0,180.0,123.68816279535561
58.0,166.25996541859266,180.0,180.0,123.96948751054609
59.0,165.59049124984898,180.0,179.23310527979012,124.61787823590628
60.0,164.89895813274413,180.0,178.26577912734783,125.55029360837773
61.0,164.57952866041626,180.0,178.02398943331215,126.4289339520308
62.0,164.75975048591863,180.0,178.6611464946021,126.82732775599987
63.0,165.00363996685368,180.0,179.46735657108707,126.86580013384526
64.0,165.0531681816141,180.0,180.0,126.50753419949748
65.0,164.2104953508076,179.45223982206286,180.0,126.4666095316081
66.0,162.88658834095972,179.49449073472263,180.0,126.39731712622626
