episode,MU2MV,AoP-aware,DGTT,Greedy
0.0,0.0,0.0,0.0,50.09158278350224
1.0,0.0,0.0,0.0,49.97044351573237
2.0,1.0500048738837804,0.0,0.0,49.82952289280687
3.0,3.0087110020315406,0.0,0.0,49.70273576222504
4.0,3.5205206688722996,0.0,0.0,49.70809310749232
5.0,4.966418232413323,0.0,0.0,49.84375196552881
6.0,6.45785590784582,0.0,0.0,49.97489021689875
7.0,8.36491582361801,0.0,0.0,50.39399887169545
8.0,9.678626389629768,0.0,0.0,50.83703191754879
9.0,11.331906542253515,0.0,0.0,51.243981456186255
10.0,12.561602066836516,0.0,0.0,51.93361907556207
11.0,12.55660601461202,0.0,0.0,52.387052749994666
12.0,12.054136327160275,0.0,0.0,52.920504257538084
13.0,13.44452582753872,0.0,0.0,53.277136323032636
14.0,13.042242002734154,0.0,0.0,53.261618240874796
15.0,11.266525458981045,0.0,0.0,53.18295767768116
16.0,11.355626839428249,0.0,0.0,53.06299058627546
17.0,11.71000061494344,0.0,0.0,52.73784221155714
18.0,11.302619308492538,0.0,0.0,52.528311705493564
19.0,9.367214705423205,0.0,0.0,51.94963944405387
20.0,8.581728851450753,0.0,0.0,51.61450729137647
21.0,9.245860854370454,0.0,0.0,51.32351346758897
22.0,9.82857084437,0.0,0.0,51.48698173901116
23.0,12.117739161174047,0.0,0.0,51.63297855329134
24.0,15.147102778266035,0.0,2.121322982641891,52.24208502828096
25.0,15.997586848542538,0.0,7.0373697403607185,52.703122433621346
26.0,15.93406157085372,0.0,11.79630339845605,53.11986901325359
27.0,15.725479005602857,0.0,15.321485752653134,53.36560045112193
28.0,15.721728445462952,0.0,16.59790448757608,53.64623501635462
29.0,14.019377705435538,1.116382479952271,18.10753022662076,53.92381642163394
30.0,10.137529164912566,2.314031835994929,19.832410048358675,54.28747117561633
31.0,6.355238026476087,3.9531386053737907,21.433687458381904,54.31129433461068
32.0,0.8179181335438486,5.004079425823366,20.821234070743728,54.676910549410685
33.0,0.0,5.7502429732719165,20.217220558822145,54.24158973202654
34.0,0.0,6.448622887888366,19.970853848510416,53.780566169422244
35.0,0.0,6.289267856209094,19.600716088651993,53.44810560700895
36.0,0.0,7.113034836492853,19.65502302506898,53.41182428559107
37.0,0.0,6.895293626366972,19.77084198498862,53.313218968656436
38.0,0.0,6.72813099018687,18.78800574016147,52.89185083020544
39.0,0.0,7.031043432885051,16.169429583002593,52.10082736539876
40.0,0.5810343865696834,6.457811558579166,14.273257987413476,51.15350637749563
41.0,5.072915091083022,6.160097106119066,12.22364343291223,50.51837336247902
