episode,MU2MV,AoP-aware,DGTT,Greedy
0.0,99.91574968870752,100.0,100.0,60.10565343449515
1.0,99.69227491154335,100.0,100.0,60.41539854493671
2.0,99.33927116360552,100.0,100.0,60.46299068741085
3.0,98.21178009282798,100.0,100.0,60.43989627694507
4.0,97.67205548690143,100.0,100.0,60.480086650418684
5.0,96.39263655449682,100.0,98.71849422781071,60.44717489745945
6.0,94.80445373199696,100.0,97.30553202502725,60.62480848842024
7.0,93.23629075053906,100.0,95.6860530709816,60.34619053518786
8.0,91.87319496238138,100.0,93.87365555388965,60.15265649721235
9.0,89.94309634050244,100.0,91.97331041063337,60.02116971061132
10.0,87.95619165045635,100.0,89.63625179237826,59.3591473662405
11.0,85.58090847561131,100.0,87.80798009379401,59.1084619503829
12.0,83.58036648771917,99.6129352960512,86.19107114095517,58.81580994737618
13.0,81.94687696140322,99.02282185987782,85.28900125241627,58.46122084252748
14.0,81.28222908533708,98.07573483774429,85.44079784598088,58.18857593874462
15.0,80.44591823730319,97.38021535292471,86.1617882551757,57.70977999662889
16.0,79.51861944472411,96.61428373019714,86.98694867004694,57.376949690870404
17.0,79.94898966345974,96.45950260725975,88.69670222637379,56.823952504139754
18.0,81.48540655927812,96.44818789712564,90.2002725522754,56.042649856134695
19.0,83.24708492291688,96.64534386934886,92.50040109960219,55.7022054622703
20.0,85.8591868010944,96.61997923457915,94.35094061096478,55.196139340526486
21.0,88.61582054382178,95.98698113265323,96.18962777572068,54.716564740686955
22.0,90.88597023077457,95.97543400143773,97.8005526347329,54.13402346543536
23.0,92.81813132618983,95.49593967465158,98.82502861517538,53.46053636579236
24.0,95.07213368804398,94.77690893874893,99.69056362238621,53.216345231388914
25.0,96.8392444938458,95.14166552871664,100.0,53.1430570729926
26.0,98.01244435314484,94.915627670731,100.0,53.23938386032235
27.0,98.43011095642012,96.03661724144021,100.0,53.310863908758584
28.0,97.98021271246498,96.8989991141554,100.0,53.58982979268584
29.0,97.08268356884713,97.01757868588689,100.0,53.7670516872159
30.0,96.51863838446988,97.12271050768764,99.81757166972369,54.382295053062606
31.0,95.44401765963045,96.17845880964407,99.06725620575483,55.042706394853894
32.0,93.91590477930882,95.65398694661377,99.14628608409284,55.8526447974169
33.0,92.04221641831676,94.9679091932404,98.83446922567813,56.47115985502916
34.0,90.72459913007401,93.25914057577212,98.73516044481069,56.97399359229923
35.0,89.99692969816631,92.71198577720682,98.07013758636309,57.484595761487014
36.0,89.61086646365231,91.085699809923,97.40394883005946,58.09713662466929
37.0,89.44781929326419,89.18137599877582,97.02266317793207,58.701143653239114
38.0,89.31416867717319,88.48060173614562,95.94317894181381,59.38855891189599
39.0,88.97670776279448,87.4911221056534,94.79137040244264,59.683670820529024
40.0,88.4832779481494,87.08778293435176,93.6496832553428,59.922439543127844
41.0,88.81524816960706,86.76173418121267,92.29099399052994,60.29962564281224
42.0,89.08717946053649,86.80234666573858,91.73498216448856,60.52508080829869
43.0,88.90509315490357,87.21007505114248,91.85663116120689,60.84384770808347
44.0,87.73133630417615,87.09769950275627,92.23915269628031,60.92405181188908
45.0,86.90052376669345,87.68653072718519,93.80706676664059,61.137010827671965
46.0,85.63302372618678,88.28051411120123,95.58231468168114,61.253679667675115
47.0,83.70932891565486,88.13749814581575,97.88192662024625,61.35248356892282
48.0,82.16553697257287,88.39895926377068,100.0,61.546130555335324
49.0,81.20845423043016,88.15851458900366,100.0,61.882770093548345
50.0,79.92552204510048,87.77717518298566,100.0,62.119522713243256
51.0,78.88103677239576,87.6939901184809,100.0,62.34175200777952
52.0,78.82253772483942,86.30381349408714,100.0,62.36324112882417
53.0,78.88620626180571,84.60294238749199,100.0,62.80403298780716
54.0,78.27006105719929,83.51881571386411,100.0,63.014637919412415
55.0,78.7015023393629,83.46679838253146,100.0,62.85095107498936
56.0,79.31141985529624,84.25586757238842,100.0,62.65791069413909
57.0,79.2546647338046,85.34019584555884,100.0,62.47680504381648
58.0,79.20000032094804,86.94624376814387,100.0,62.22248298365121
59.0,77.96190087216402,87.68454250453952,100.0,61.84287190823608
60.0,76.05544743683063,88.12042374139449,100.0,61.66422903782528
61.0,74.22587516245136,89.06172988290086,100.0,61.50722346041417
62.0,72.29597620808573,89.92511940117654,100.0,61.080115270632106
63.0,70.80805415985165,89.79036074202487,100.0,60.47100738091961
64.0,68.85971664453376,88.29591952535824,100.0,60.1353333303773
65.0,67.6319530137956,85.80454717610851,100.0,59.92158710323543
66.0,65.77556114609914,83.60156622433173,100.0,59.67854811793742
67.0,63.72099002938776,81.80500304737873,100.0,59.5285484811345
68.0,63.50340158523267,80.8936933601514,100.0,59.2770531021287
69.0,64.12179787779968,79.81850717013774,100.0,59.05662970437959
70.0,63.74970526978298,79.60498863196588,100.0,58.76710484636894
71.0,64.07516492589416,79.76141153436123,100.0,58.600825398004766
72.0,64.40757185562194,80.38324324803543,100.0,58.92660907208601
73.0,64.9147095462717,81.81215807803964,100.0,59.28137404482538
74.0,64.97540966084702,83.10100040519922,100.0,59.61717506146535
75.0,66.94389223941424,83.96190900758836,100.0,59.76205321144152
76.0,68.06402198811301,84.02045018135043,100.0,59.95303759788896
77.0,68.30306794695889,84.17620682451862,100.0,60.254524191984274
78.0,68.5263603298444,84.67058994069887,100.0,60.53101301943819
79.0,68.57753755729489,85.47485841721057,100.0,60.99093777117777
80.0,68.68024621239867,86.35459574096586,100.0,61.29764099161192
81.0,68.94002183518371,86.12893204532354,100.0,61.55794843875651
82.0,69.12978259993885,86.00825883856963,100.0,61.675494011197365
83.0,69.5214619692717,85.58925084069834,100.0,61.73807741028513
84.0,68.77049762972487,85.22871859361288,99.49429596282435,61.95339443859508
85.0,68.96294477180709,85.40298909065841,97.91579671609102,62.05292932534986
86.0,68.85721969062003,85.47157021393221,95.75268886568806,62.26130994695913
87.0,68.58128057036853,85.52620422004983,94.01873242968198,62.50612632871005
88.0,68.86996105278907,84.9491335102474,92.40489800103103,62.576943155495606
89.0,69.12607843325847,84.06212844653898,91.40439404974245,62.40023742376673
90.0,69.4354753067858,84.63796966815363,90.76285742447135,62.16599861020384
91.0,69.65090159249513,84.83953160966266,90.18505167067799,62.18313288059926
